Item,Language,Participant,Gender,Age,Rating,Bias
farmer,Hungarian,hu_17,female,45-55,0,male
farmer,Hungarian,hu_18,female,45-55,-1,male
farmer,Hungarian,hu_19,female,25-35,-2,male
farmer,Hungarian,hu_20,female,25-35,-2,male
farmer,Hungarian,hu_21,female,25-35,-1,male
farmer,Hungarian,hu_22,male,25-35,-2,male
farmer,Hungarian,hu_23,male,25-35,-3,male
farmer,Hungarian,hu_24,male,25-35,-2,male
caregiver,Hungarian,hu_1,male,25-35,0,female
caregiver,Hungarian,hu_2,male,45-55,2,female
caregiver,Hungarian,hu_3,male,25-35,0,female
caregiver,Hungarian,hu_4,male,35-45,3,female
caregiver,Hungarian,hu_5,male,25-35,0,female
caregiver,Hungarian,hu_6,male,25-35,2,female
caregiver,Hungarian,hu_7,female,35-45,-1,female
caregiver,Hungarian,hu_8,female,45-55,2,female
caregiver,Hungarian,hu_9,male,25-35,2,female
caregiver,Hungarian,hu_11,female,45-55,1,female
caregiver,Hungarian,hu_12,male,25-35,2,female
caregiver,Hungarian,hu_14,female,25-35,0,female
caregiver,Hungarian,hu_15,female,35-45,2,female
caregiver,Hungarian,hu_16,female,25-35,1,female
caregiver,Hungarian,hu_17,female,45-55,0,female
caregiver,Hungarian,hu_18,female,45-55,0,female
caregiver,Hungarian,hu_19,female,25-35,2,female
caregiver,Hungarian,hu_20,female,25-35,1,female
caregiver,Hungarian,hu_21,female,25-35,0,female
caregiver,Hungarian,hu_22,male,25-35,2,female
caregiver,Hungarian,hu_23,male,25-35,0,female
caregiver,Hungarian,hu_24,male,25-35,1,female
shop assistant,Hungarian,hu_1,male,25-35,1,female
shop assistant,Hungarian,hu_2,male,45-55,2,female
shop assistant,Hungarian,hu_3,male,25-35,0,female
shop assistant,Hungarian,hu_4,male,35-45,2,female
shop assistant,Hungarian,hu_5,male,25-35,0,female
shop assistant,Hungarian,hu_6,male,25-35,1,female
shop assistant,Hungarian,hu_7,female,35-45,1,female
shop assistant,Hungarian,hu_8,female,45-55,2,female
shop assistant,Hungarian,hu_9,male,25-35,2,female
shop assistant,Hungarian,hu_11,female,45-55,1,female
shop assistant,Hungarian,hu_12,male,25-35,0,female
shop assistant,Hungarian,hu_14,female,25-35,0,female
shop assistant,Hungarian,hu_15,female,35-45,1,female
shop assistant,Hungarian,hu_16,female,25-35,2,female
shop assistant,Hungarian,hu_17,female,45-55,0,female
shop assistant,Hungarian,hu_18,female,45-55,0,female
shop assistant,Hungarian,hu_19,female,25-35,2,female
shop assistant,Hungarian,hu_20,female,25-35,1,female
shop assistant,Hungarian,hu_21,female,25-35,0,female
shop assistant,Hungarian,hu_22,male,25-35,1,female
shop assistant,Hungarian,hu_23,male,25-35,0,female
shop assistant,Hungarian,hu_24,male,25-35,2,female
gardener,Hungarian,hu_1,male,25-35,0,male
gardener,Hungarian,hu_2,male,45-55,0,male
gardener,Hungarian,hu_3,male,25-35,0,male
gardener,Hungarian,hu_4,male,35-45,-1,male
gardener,Hungarian,hu_5,male,25-35,-1,male
gardener,Hungarian,hu_6,male,25-35,-2,male
gardener,Hungarian,hu_7,female,35-45,-1,male
gardener,Hungarian,hu_8,female,45-55,-2,male
gardener,Hungarian,hu_9,male,25-35,0,male
gardener,Hungarian,hu_11,female,45-55,0,male
gardener,Hungarian,hu_12,male,25-35,-2,male
gardener,Hungarian,hu_14,female,25-35,0,male
gardener,Hungarian,hu_15,female,35-45,-2,male
gardener,Hungarian,hu_16,female,25-35,-2,male
gardener,Hungarian,hu_17,female,45-55,0,male
gardener,Hungarian,hu_18,female,45-55,0,male
gardener,Hungarian,hu_19,female,25-35,-1,male
gardener,Hungarian,hu_20,female,25-35,-1,male
gardener,Hungarian,hu_21,female,25-35,0,male
gardener,Hungarian,hu_22,male,25-35,-1,male
gardener,Hungarian,hu_23,male,25-35,-1,male
gardener,Hungarian,hu_24,male,25-35,-3,male
dietitian,Hungarian,hu_1,male,25-35,0,female
dietitian,Hungarian,hu_2,male,45-55,0,female
dietitian,Hungarian,hu_3,male,25-35,0,female
dietitian,Hungarian,hu_4,male,35-45,1,female
dietitian,Hungarian,hu_5,male,25-35,0,female
dietitian,Hungarian,hu_6,male,25-35,1,female
dietitian,Hungarian,hu_7,female,35-45,2,female
dietitian,Hungarian,hu_8,female,45-55,1,female
dietitian,Hungarian,hu_9,male,25-35,1,female
dietitian,Hungarian,hu_11,female,45-55,0,female
dietitian,Hungarian,hu_12,male,25-35,1,female
dietitian,Hungarian,hu_14,female,25-35,0,female
dietitian,Hungarian,hu_15,female,35-45,1,female
dietitian,Hungarian,hu_16,female,25-35,1,female
dietitian,Hungarian,hu_17,female,45-55,0,female
dietitian,Hungarian,hu_18,female,45-55,0,female
dietitian,Hungarian,hu_19,female,25-35,1,female
dietitian,Hungarian,hu_20,female,25-35,2,female
dietitian,Hungarian,hu_21,female,25-35,0,female
dietitian,Hungarian,hu_22,male,25-35,1,female
dietitian,Hungarian,hu_23,male,25-35,1,female
dietitian,Hungarian,hu_24,male,25-35,1,female
police officer,Hungarian,hu_1,male,25-35,-2,male
police officer,Hungarian,hu_2,male,45-55,-2,male
police officer,Hungarian,hu_3,male,25-35,-1,male
police officer,Hungarian,hu_4,male,35-45,-2,male
police officer,Hungarian,hu_5,male,25-35,-1,male
police officer,Hungarian,hu_6,male,25-35,-2,male
police officer,Hungarian,hu_7,female,35-45,-1,male
police officer,Hungarian,hu_8,female,45-55,-2,male
police officer,Hungarian,hu_9,male,25-35,-2,male
police officer,Hungarian,hu_11,female,45-55,0,male
police officer,Hungarian,hu_12,male,25-35,-2,male
police officer,Hungarian,hu_14,female,25-35,0,male
police officer,Hungarian,hu_15,female,35-45,-2,male
police officer,Hungarian,hu_16,female,25-35,-1,male
police officer,Hungarian,hu_17,female,45-55,0,male
police officer,Hungarian,hu_18,female,45-55,0,male
police officer,Hungarian,hu_19,female,25-35,-2,male
police officer,Hungarian,hu_20,female,25-35,-2,male
police officer,Hungarian,hu_21,female,25-35,-1,male
police officer,Hungarian,hu_22,male,25-35,-2,male
police officer,Hungarian,hu_23,male,25-35,-1,male
police officer,Hungarian,hu_24,male,25-35,-2,male
pilot,Hungarian,hu_1,male,25-35,-1,male
pilot,Hungarian,hu_2,male,45-55,-2,male
pilot,Hungarian,hu_3,male,25-35,0,male
pilot,Hungarian,hu_4,male,35-45,-2,male
pilot,Hungarian,hu_5,male,25-35,-1,male
pilot,Hungarian,hu_6,male,25-35,-2,male
pilot,Hungarian,hu_7,female,35-45,-1,male
pilot,Hungarian,hu_8,female,45-55,-2,male
pilot,Hungarian,hu_9,male,25-35,-2,male
pilot,Hungarian,hu_11,female,45-55,-2,male
pilot,Hungarian,hu_12,male,25-35,-2,male
pilot,Hungarian,hu_14,female,25-35,0,male
pilot,Hungarian,hu_15,female,35-45,-2,male
pilot,Hungarian,hu_16,female,25-35,-2,male
pilot,Hungarian,hu_17,female,45-55,-2,male
pilot,Hungarian,hu_18,female,45-55,-1,male
pilot,Hungarian,hu_19,female,25-35,-3,male
pilot,Hungarian,hu_20,female,25-35,-3,male
pilot,Hungarian,hu_21,female,25-35,-1,male
pilot,Hungarian,hu_22,male,25-35,-2,male
pilot,Hungarian,hu_23,male,25-35,-2,male
pilot,Hungarian,hu_24,male,25-35,-2,male
receptionist,Hungarian,hu_1,male,25-35,0,female
receptionist,Hungarian,hu_2,male,45-55,1,female
receptionist,Hungarian,hu_3,male,25-35,0,female
receptionist,Hungarian,hu_4,male,35-45,2,female
receptionist,Hungarian,hu_5,male,25-35,0,female
receptionist,Hungarian,hu_6,male,25-35,0,female
receptionist,Hungarian,hu_7,female,35-45,1,female
receptionist,Hungarian,hu_8,female,45-55,1,female
receptionist,Hungarian,hu_9,male,25-35,2,female
receptionist,Hungarian,hu_11,female,45-55,0,female
receptionist,Hungarian,hu_12,male,25-35,1,female
receptionist,Hungarian,hu_14,female,25-35,0,female
receptionist,Hungarian,hu_15,female,35-45,2,female
receptionist,Hungarian,hu_16,female,25-35,0,female
receptionist,Hungarian,hu_17,female,45-55,2,female
receptionist,Hungarian,hu_18,female,45-55,0,female
receptionist,Hungarian,hu_19,female,25-35,1,female
receptionist,Hungarian,hu_20,female,25-35,0,female
receptionist,Hungarian,hu_21,female,25-35,0,female
receptionist,Hungarian,hu_22,male,25-35,0,female
receptionist,Hungarian,hu_23,male,25-35,1,female
receptionist,Hungarian,hu_24,male,25-35,1,female
security guard,Hungarian,hu_1,male,25-35,-2,male
security guard,Hungarian,hu_2,male,45-55,-2,male
security guard,Hungarian,hu_3,male,25-35,-2,male
security guard,Hungarian,hu_4,male,35-45,-2,male
security guard,Hungarian,hu_5,male,25-35,-1,male
security guard,Hungarian,hu_6,male,25-35,-2,male
security guard,Hungarian,hu_7,female,35-45,-2,male
security guard,Hungarian,hu_8,female,45-55,-2,male
security guard,Hungarian,hu_9,male,25-35,-2,male
security guard,Hungarian,hu_11,female,45-55,-2,male
security guard,Hungarian,hu_12,male,25-35,-2,male
security guard,Hungarian,hu_14,female,25-35,-2,male
security guard,Hungarian,hu_15,female,35-45,-1,male
security guard,Hungarian,hu_16,female,25-35,-2,male
security guard,Hungarian,hu_17,female,45-55,-2,male
security guard,Hungarian,hu_18,female,45-55,-2,male
security guard,Hungarian,hu_19,female,25-35,-2,male
security guard,Hungarian,hu_20,female,25-35,-3,male
security guard,Hungarian,hu_21,female,25-35,-1,male
security guard,Hungarian,hu_22,male,25-35,-2,male
security guard,Hungarian,hu_23,male,25-35,-2,male
security guard,Hungarian,hu_24,male,25-35,-3,male
prosecutor,Hungarian,hu_1,male,25-35,0,male
prosecutor,Hungarian,hu_2,male,45-55,-1,male
prosecutor,Hungarian,hu_3,male,25-35,0,male
prosecutor,Hungarian,hu_4,male,35-45,-1,male
prosecutor,Hungarian,hu_5,male,25-35,0,male
prosecutor,Hungarian,hu_6,male,25-35,0,male
prosecutor,Hungarian,hu_7,female,35-45,-1,male
prosecutor,Hungarian,hu_8,female,45-55,-2,male
prosecutor,Hungarian,hu_9,male,25-35,-2,male
prosecutor,Hungarian,hu_11,female,45-55,0,male
prosecutor,Hungarian,hu_12,male,25-35,0,male
prosecutor,Hungarian,hu_14,female,25-35,0,male
prosecutor,Hungarian,hu_15,female,35-45,-1,male
prosecutor,Hungarian,hu_16,female,25-35,-1,male
prosecutor,Hungarian,hu_17,female,45-55,0,male
prosecutor,Hungarian,hu_18,female,45-55,0,male
prosecutor,Hungarian,hu_19,female,25-35,-1,male
prosecutor,Hungarian,hu_20,female,25-35,-2,male
prosecutor,Hungarian,hu_21,female,25-35,0,male
prosecutor,Hungarian,hu_22,male,25-35,-2,male
prosecutor,Hungarian,hu_23,male,25-35,0,male
prosecutor,Hungarian,hu_24,male,25-35,-1,male
beautician,Hungarian,hu_1,male,25-35,2,female
beautician,Hungarian,hu_2,male,45-55,3,female
beautician,Hungarian,hu_3,male,25-35,2,female
beautician,Hungarian,hu_4,male,35-45,3,female
beautician,Hungarian,hu_5,male,25-35,2,female
beautician,Hungarian,hu_6,male,25-35,2,female
beautician,Hungarian,hu_7,female,35-45,2,female
beautician,Hungarian,hu_8,female,45-55,3,female
beautician,Hungarian,hu_9,male,25-35,2,female
beautician,Hungarian,hu_11,female,45-55,2,female
beautician,Hungarian,hu_12,male,25-35,2,female
beautician,Hungarian,hu_14,female,25-35,1,female
beautician,Hungarian,hu_15,female,35-45,2,female
beautician,Hungarian,hu_16,female,25-35,2,female
beautician,Hungarian,hu_17,female,45-55,3,female
beautician,Hungarian,hu_18,female,45-55,2,female
beautician,Hungarian,hu_19,female,25-35,3,female
beautician,Hungarian,hu_20,female,25-35,2,female
beautician,Hungarian,hu_21,female,25-35,1,female
beautician,Hungarian,hu_22,male,25-35,3,female
beautician,Hungarian,hu_23,male,25-35,3,female
beautician,Hungarian,hu_24,male,25-35,3,female
programmer,Hungarian,hu_1,male,25-35,-1,male
programmer,Hungarian,hu_2,male,45-55,-2,male
programmer,Hungarian,hu_3,male,25-35,0,male
programmer,Hungarian,hu_4,male,35-45,-2,male
programmer,Hungarian,hu_5,male,25-35,-2,male
programmer,Hungarian,hu_6,male,25-35,-2,male
programmer,Hungarian,hu_7,female,35-45,-1,male
programmer,Hungarian,hu_8,female,45-55,-2,male
programmer,Hungarian,hu_9,male,25-35,-2,male
programmer,Hungarian,hu_11,female,45-55,0,male
programmer,Hungarian,hu_12,male,25-35,-2,male
programmer,Hungarian,hu_14,female,25-35,0,male
programmer,Hungarian,hu_15,female,35-45,-1,male
programmer,Hungarian,hu_16,female,25-35,-1,male
programmer,Hungarian,hu_17,female,45-55,-2,male
programmer,Hungarian,hu_18,female,45-55,-1,male
programmer,Hungarian,hu_19,female,25-35,-2,male
programmer,Hungarian,hu_20,female,25-35,-2,male
programmer,Hungarian,hu_21,female,25-35,-1,male
programmer,Hungarian,hu_22,male,25-35,-1,male
programmer,Hungarian,hu_23,male,25-35,-2,male
programmer,Hungarian,hu_24,male,25-35,-2,male
police officer,Chinese,zh_24,male,<25,-1,male
police officer,Chinese,zh_1,female,<25,0,male
police officer,Chinese,zh_2,female,<25,-2,male
police officer,Chinese,zh_3,female,<25,-1,male
police officer,Chinese,zh_4,male,<25,-1,male
police officer,Chinese,zh_5,female,<25,-1,male
police officer,Chinese,zh_6,female,<25,0,male
police officer,Chinese,zh_7,male,<25,-2,male
police officer,Chinese,zh_8,male,35-45,-1,male
police officer,Chinese,zh_9,male,<25,-2,male
police officer,Chinese,zh_10,female,25-35,-2,male
police officer,Chinese,zh_11,male,25-35,-1,male
police officer,Chinese,zh_12,female,25-35,-1,male
police officer,Chinese,zh_13,female,<25,-1,male
police officer,Chinese,zh_14,male,<25,-1,male
police officer,Chinese,zh_15,male,<25,-1,male
police officer,Chinese,zh_16,male,<25,-1,male
police officer,Chinese,zh_17,female,25-35,-1,male
police officer,Chinese,zh_18,male,<25,-2,male
police officer,Chinese,zh_19,male,25-35,-1,male
police officer,Chinese,zh_20,male,25-35,-1,male
police officer,Chinese,zh_21,male,25-35,-2,male
police officer,Chinese,zh_22,male,25-35,0,male
police officer,Chinese,zh_23,female,<25,-1,male
professor,Chinese,zh_24,male,<25,0,male
professor,Chinese,zh_1,female,<25,0,male
professor,Chinese,zh_2,female,<25,-2,male
professor,Chinese,zh_3,female,<25,-1,male
professor,Chinese,zh_4,male,<25,0,male
professor,Chinese,zh_5,female,<25,-1,male
professor,Chinese,zh_6,female,<25,-1,male
professor,Chinese,zh_7,male,<25,-2,male
professor,Chinese,zh_8,male,35-45,0,male
professor,Chinese,zh_9,male,<25,-1,male
professor,Chinese,zh_10,female,25-35,0,male
professor,Chinese,zh_11,male,25-35,0,male
professor,Chinese,zh_12,female,25-35,0,male
professor,Chinese,zh_13,female,<25,-1,male
professor,Chinese,zh_14,male,<25,-1,male
professor,Chinese,zh_15,male,<25,0,male
professor,Chinese,zh_16,male,<25,0,male
professor,Chinese,zh_17,female,25-35,0,male
professor,Chinese,zh_18,male,<25,0,male
professor,Chinese,zh_19,male,25-35,0,male
professor,Chinese,zh_20,male,25-35,0,male
professor,Chinese,zh_21,male,25-35,-1,male
professor,Chinese,zh_22,male,25-35,0,male
professor,Chinese,zh_23,female,<25,0,male
nurse,Chinese,zh_24,male,<25,1,female
nurse,Chinese,zh_1,female,<25,2,female
nurse,Chinese,zh_2,female,<25,2,female
nurse,Chinese,zh_3,female,<25,2,female
nurse,Chinese,zh_4,male,<25,2,female
nurse,Chinese,zh_5,female,<25,1,female
nurse,Chinese,zh_6,female,<25,1,female
nurse,Chinese,zh_7,male,<25,2,female
nurse,Chinese,zh_8,male,35-45,1,female
nurse,Chinese,zh_9,male,<25,2,female
nurse,Chinese,zh_10,female,25-35,2,female
nurse,Chinese,zh_11,male,25-35,2,female
nurse,Chinese,zh_12,female,25-35,1,female
nurse,Chinese,zh_13,female,<25,2,female
nurse,Chinese,zh_14,male,<25,2,female
nurse,Chinese,zh_15,male,<25,2,female
nurse,Chinese,zh_16,male,<25,2,female
nurse,Chinese,zh_17,female,25-35,1,female
nurse,Chinese,zh_18,male,<25,1,female
nurse,Chinese,zh_19,male,25-35,1,female
nurse,Chinese,zh_20,male,25-35,1,female
nurse,Chinese,zh_21,male,25-35,2,female
nurse,Chinese,zh_22,male,25-35,2,female
nurse,Chinese,zh_23,female,<25,1,female
manager,Chinese,zh_24,male,<25,0,male
manager,Chinese,zh_1,female,<25,0,male
manager,Chinese,zh_2,female,<25,-2,male
manager,Chinese,zh_3,female,<25,-1,male
manager,Chinese,zh_4,male,<25,-1,male
manager,Chinese,zh_5,female,<25,-2,male
manager,Chinese,zh_6,female,<25,-1,male
manager,Chinese,zh_7,male,<25,0,male
manager,Chinese,zh_8,male,35-45,0,male
manager,Chinese,zh_9,male,<25,-1,male
manager,Chinese,zh_10,female,25-35,0,male
manager,Chinese,zh_11,male,25-35,0,male
manager,Chinese,zh_12,female,25-35,0,male
manager,Chinese,zh_13,female,<25,-1,male
manager,Chinese,zh_14,male,<25,0,male
manager,Chinese,zh_15,male,<25,-1,male
manager,Chinese,zh_16,male,<25,0,male
manager,Chinese,zh_17,female,25-35,0,male
manager,Chinese,zh_18,male,<25,-1,male
manager,Chinese,zh_19,male,25-35,0,male
manager,Chinese,zh_20,male,25-35,0,male
manager,Chinese,zh_21,male,25-35,0,male
manager,Chinese,zh_22,male,25-35,0,male
manager,Chinese,zh_23,female,<25,-1,male
receptionist,Chinese,zh_24,male,<25,0,female
receptionist,Chinese,zh_1,female,<25,0,female
receptionist,Chinese,zh_2,female,<25,2,female
receptionist,Chinese,zh_3,female,<25,1,female
receptionist,Chinese,zh_4,male,<25,2,female
receptionist,Chinese,zh_5,female,<25,1,female
receptionist,Chinese,zh_6,female,<25,3,female
receptionist,Chinese,zh_7,male,<25,2,female
receptionist,Chinese,zh_8,male,35-45,2,female
receptionist,Chinese,zh_9,male,<25,2,female
receptionist,Chinese,zh_10,female,25-35,3,female
receptionist,Chinese,zh_11,male,25-35,1,female
receptionist,Chinese,zh_12,female,25-35,1,female
receptionist,Chinese,zh_13,female,<25,0,female
receptionist,Chinese,zh_14,male,<25,2,female
receptionist,Chinese,zh_15,male,<25,2,female
receptionist,Chinese,zh_16,male,<25,0,female
receptionist,Chinese,zh_17,female,25-35,1,female
receptionist,Chinese,zh_18,male,<25,2,female
receptionist,Chinese,zh_19,male,25-35,0,female
receptionist,Chinese,zh_20,male,25-35,1,female
receptionist,Chinese,zh_21,male,25-35,3,female
receptionist,Chinese,zh_22,male,25-35,0,female
receptionist,Chinese,zh_23,female,<25,2,female
worker,Chinese,zh_24,male,<25,-2,male
worker,Chinese,zh_1,female,<25,0,male
worker,Chinese,zh_2,female,<25,-2,male
worker,Chinese,zh_3,female,<25,-1,male
worker,Chinese,zh_4,male,<25,-2,male
worker,Chinese,zh_5,female,<25,0,male
worker,Chinese,zh_6,female,<25,0,male
worker,Chinese,zh_7,male,<25,-2,male
worker,Chinese,zh_8,male,35-45,0,male
worker,Chinese,zh_9,male,<25,-2,male
worker,Chinese,zh_10,female,25-35,-1,male
worker,Chinese,zh_11,male,25-35,-2,male
worker,Chinese,zh_12,female,25-35,-1,male
worker,Chinese,zh_13,female,<25,-2,male
worker,Chinese,zh_14,male,<25,-2,male
worker,Chinese,zh_15,male,<25,-1,male
worker,Chinese,zh_16,male,<25,-1,male
worker,Chinese,zh_17,female,25-35,-1,male
worker,Chinese,zh_18,male,<25,0,male
worker,Chinese,zh_19,male,25-35,-1,male
worker,Chinese,zh_20,male,25-35,-1,male
worker,Chinese,zh_21,male,25-35,-2,male
worker,Chinese,zh_22,male,25-35,-1,male
worker,Chinese,zh_23,female,<25,0,male
model,Chinese,zh_24,male,<25,1,female
model,Chinese,zh_1,female,<25,0,female
model,Chinese,zh_2,female,<25,0,female
model,Chinese,zh_3,female,<25,0,female
model,Chinese,zh_4,male,<25,1,female
model,Chinese,zh_5,female,<25,0,female
model,Chinese,zh_6,female,<25,0,female
model,Chinese,zh_7,male,<25,0,female
model,Chinese,zh_8,male,35-45,0,female
model,Chinese,zh_9,male,<25,2,female
model,Chinese,zh_10,female,25-35,0,female
model,Chinese,zh_11,male,25-35,1,female
model,Chinese,zh_12,female,25-35,0,female
model,Chinese,zh_13,female,<25,0,female
model,Chinese,zh_14,male,<25,0,female
model,Chinese,zh_15,male,<25,1,female
model,Chinese,zh_16,male,<25,0,female
model,Chinese,zh_17,female,25-35,0,female
model,Chinese,zh_18,male,<25,0,female
model,Chinese,zh_19,male,25-35,0,female
model,Chinese,zh_20,male,25-35,1,female
model,Chinese,zh_21,male,25-35,1,female
model,Chinese,zh_22,male,25-35,0,female
model,Chinese,zh_23,female,<25,0,female
caregiver,Chinese,zh_24,male,<25,0,female
caregiver,Chinese,zh_1,female,<25,0,female
caregiver,Chinese,zh_2,female,<25,2,female
caregiver,Chinese,zh_3,female,<25,1,female
caregiver,Chinese,zh_4,male,<25,1,female
caregiver,Chinese,zh_5,female,<25,1,female
caregiver,Chinese,zh_6,female,<25,1,female
caregiver,Chinese,zh_7,male,<25,0,female
caregiver,Chinese,zh_8,male,35-45,0,female
caregiver,Chinese,zh_9,male,<25,1,female
caregiver,Chinese,zh_10,female,25-35,2,female
caregiver,Chinese,zh_11,male,25-35,2,female
caregiver,Chinese,zh_12,female,25-35,-1,female
caregiver,Chinese,zh_13,female,<25,1,female
caregiver,Chinese,zh_14,male,<25,1,female
caregiver,Chinese,zh_15,male,<25,1,female
caregiver,Chinese,zh_16,male,<25,1,female
caregiver,Chinese,zh_17,female,25-35,0,female
caregiver,Chinese,zh_18,male,<25,0,female
caregiver,Chinese,zh_19,male,25-35,0,female
caregiver,Chinese,zh_20,male,25-35,0,female
caregiver,Chinese,zh_21,male,25-35,0,female
caregiver,Chinese,zh_22,male,25-35,1,female
caregiver,Chinese,zh_23,female,<25,0,female
accountant,Chinese,zh_24,male,<25,1,female
accountant,Chinese,zh_1,female,<25,0,female
accountant,Chinese,zh_2,female,<25,-1,female
accountant,Chinese,zh_3,female,<25,0,female
accountant,Chinese,zh_4,male,<25,0,female
accountant,Chinese,zh_5,female,<25,0,female
accountant,Chinese,zh_6,female,<25,1,female
accountant,Chinese,zh_7,male,<25,2,female
accountant,Chinese,zh_8,male,35-45,0,female
accountant,Chinese,zh_9,male,<25,2,female
accountant,Chinese,zh_10,female,25-35,1,female
accountant,Chinese,zh_11,male,25-35,1,female
accountant,Chinese,zh_12,female,25-35,0,female
accountant,Chinese,zh_13,female,<25,0,female
accountant,Chinese,zh_14,male,<25,1,female
accountant,Chinese,zh_15,male,<25,1,female
accountant,Chinese,zh_16,male,<25,0,female
accountant,Chinese,zh_17,female,25-35,0,female
accountant,Chinese,zh_18,male,<25,1,female
accountant,Chinese,zh_19,male,25-35,1,female
accountant,Chinese,zh_20,male,25-35,0,female
accountant,Chinese,zh_21,male,25-35,0,female
accountant,Chinese,zh_22,male,25-35,0,female
accountant,Chinese,zh_23,female,<25,1,female
engineer,Chinese,zh_24,male,<25,0,male
engineer,Chinese,zh_1,female,<25,-1,male
engineer,Chinese,zh_2,female,<25,-2,male
engineer,Chinese,zh_3,female,<25,-1,male
engineer,Chinese,zh_4,male,<25,-1,male
engineer,Chinese,zh_5,female,<25,-1,male
engineer,Chinese,zh_6,female,<25,0,male
engineer,Chinese,zh_7,male,<25,-2,male
engineer,Chinese,zh_8,male,35-45,-1,male
engineer,Chinese,zh_9,male,<25,2,male
engineer,Chinese,zh_10,female,25-35,-1,male
engineer,Chinese,zh_11,male,25-35,-1,male
engineer,Chinese,zh_12,female,25-35,-1,male
engineer,Chinese,zh_13,female,<25,-1,male
engineer,Chinese,zh_14,male,<25,-2,male
engineer,Chinese,zh_15,male,<25,-2,male
engineer,Chinese,zh_16,male,<25,0,male
engineer,Chinese,zh_17,female,25-35,0,male
engineer,Chinese,zh_18,male,<25,-2,male
engineer,Chinese,zh_19,male,25-35,0,male
engineer,Chinese,zh_20,male,25-35,-1,male
engineer,Chinese,zh_21,male,25-35,-1,male
engineer,Chinese,zh_22,male,25-35,-1,male
engineer,Chinese,zh_23,female,<25,-1,male
cleaner,Chinese,zh_24,male,<25,0,female
cleaner,Chinese,zh_1,female,<25,0,female
cleaner,Chinese,zh_2,female,<25,2,female
cleaner,Chinese,zh_3,female,<25,0,female
cleaner,Chinese,zh_4,male,<25,1,female
cleaner,Chinese,zh_5,female,<25,1,female
cleaner,Chinese,zh_6,female,<25,2,female
cleaner,Chinese,zh_7,male,<25,0,female
cleaner,Chinese,zh_8,male,35-45,0,female
cleaner,Chinese,zh_9,male,<25,3,female
cleaner,Chinese,zh_10,female,25-35,1,female
cleaner,Chinese,zh_11,male,25-35,0,female
cleaner,Chinese,zh_12,female,25-35,1,female
cleaner,Chinese,zh_13,female,<25,0,female
cleaner,Chinese,zh_14,male,<25,1,female
cleaner,Chinese,zh_15,male,<25,1,female
cleaner,Chinese,zh_16,male,<25,1,female
cleaner,Chinese,zh_17,female,25-35,0,female
cleaner,Chinese,zh_18,male,<25,0,female
cleaner,Chinese,zh_19,male,25-35,0,female
cleaner,Chinese,zh_20,male,25-35,0,female
cleaner,Chinese,zh_21,male,25-35,1,female
cleaner,Chinese,zh_22,male,25-35,0,female
cleaner,Chinese,zh_23,female,<25,2,female
judge,Chinese,zh_24,male,<25,0,male
judge,Chinese,zh_1,female,<25,0,male
judge,Chinese,zh_2,female,<25,-2,male
judge,Chinese,zh_3,female,<25,-1,male
judge,Chinese,zh_4,male,<25,0,male
judge,Chinese,zh_5,female,<25,-1,male
judge,Chinese,zh_6,female,<25,-1,male
judge,Chinese,zh_7,male,<25,0,male
judge,Chinese,zh_8,male,35-45,0,male
judge,Chinese,zh_9,male,<25,0,male
judge,Chinese,zh_10,female,25-35,-1,male
judge,Chinese,zh_11,male,25-35,-1,male
judge,Chinese,zh_12,female,25-35,0,male
judge,Chinese,zh_13,female,<25,-1,male
judge,Chinese,zh_14,male,<25,-1,male
judge,Chinese,zh_15,male,<25,1,male
judge,Chinese,zh_16,male,<25,0,male
judge,Chinese,zh_17,female,25-35,0,male
judge,Chinese,zh_18,male,<25,0,male
judge,Chinese,zh_19,male,25-35,0,male
judge,Chinese,zh_20,male,25-35,-1,male
judge,Chinese,zh_21,male,25-35,0,male
judge,Chinese,zh_22,male,25-35,0,male
judge,Chinese,zh_23,female,<25,0,male
shop assistant,Chinese,zh_24,male,<25,1,female
shop assistant,Chinese,zh_1,female,<25,0,female
shop assistant,Chinese,zh_2,female,<25,2,female
shop assistant,Chinese,zh_3,female,<25,1,female
shop assistant,Chinese,zh_4,male,<25,1,female
shop assistant,Chinese,zh_5,female,<25,1,female
shop assistant,Chinese,zh_6,female,<25,1,female
shop assistant,Chinese,zh_7,male,<25,0,female
shop assistant,Chinese,zh_8,male,35-45,0,female
shop assistant,Chinese,zh_9,male,<25,1,female
shop assistant,Chinese,zh_10,female,25-35,2,female
shop assistant,Chinese,zh_11,male,25-35,1,female
shop assistant,Chinese,zh_12,female,25-35,1,female
shop assistant,Chinese,zh_13,female,<25,0,female
shop assistant,Chinese,zh_14,male,<25,1,female
shop assistant,Chinese,zh_15,male,<25,1,female
shop assistant,Chinese,zh_16,male,<25,1,female
shop assistant,Chinese,zh_17,female,25-35,1,female
shop assistant,Chinese,zh_18,male,<25,1,female
shop assistant,Chinese,zh_19,male,25-35,0,female
shop assistant,Chinese,zh_20,male,25-35,2,female
shop assistant,Chinese,zh_21,male,25-35,0,female
shop assistant,Chinese,zh_22,male,25-35,0,female
shop assistant,Chinese,zh_23,female,<25,1,female
beautician,Chinese,zh_24,male,<25,2,female
beautician,Chinese,zh_1,female,<25,2,female
beautician,Chinese,zh_2,female,<25,2,female
beautician,Chinese,zh_3,female,<25,0,female
